n,r,m
"(:Economic_Bulletin_Issue_2 {id: e21757})""""","[:PublishedOn]""""","(:March_2021 {id: e8927})"""""
"(:profits_for_the_whole_economy {id: e21758})""""","[:strengthened_according_to]""""","(:Chart_B {id: e2370})"""""
"(:NFCs_gross_operating_surpluses {id: e21759})""""","[:contributed_to]""""","(:total_growth_in_the_GDP_deflator {id: e21766})"""""
"(:NFCs_gross_operating_surpluses {id: e21759})""""","[:important_drivers_of]""""","(:overall_unit_profits {id: e21761})"""""
"(:NFCs_gross_operating_surpluses {id: e21759})""""","[:has_nominal_GDP_share]""""","(:nominal_GDP_shares {id: e21765})"""""
"(:NFCs_gross_operating_surpluses {id: e21759})""""","[:more_dynamic_than]""""","(:overall_unit_profits {id: e21761})"""""
"(:NFCs_net_operating_surpluses {id: e21760})""""","[:contributed_to]""""","(:total_growth_in_the_GDP_deflator {id: e21766})"""""
"(:NFCs_net_operating_surpluses {id: e21760})""""","[:important_drivers_of]""""","(:overall_unit_profits {id: e21761})"""""
"(:NFCs_net_operating_surpluses {id: e21760})""""","[:has_nominal_GDP_share]""""","(:nominal_GDP_shares {id: e21765})"""""
"(:NFCs_net_operating_surpluses {id: e21760})""""","[:more_dynamic_than]""""","(:overall_unit_profits {id: e21761})"""""
"(:companies_price_rises {id: e21763})""""","[:contributed_to]""""","(:domestic_inflation {id: e21318})"""""
"(:companies_price_rises {id: e21763})""""","[:exceeded]""""","(:cost_increases {id: e21762})"""""
"(:other_studies {id: e21767})""""","[:corroborate_findings]""""","(:profit_data {id: e21768})"""""
"(:other_studies {id: e21767})""""","[:corroborate_findings]""""","(:unit_profit_data {id: e21769})"""""
"(:profit_data {id: e21768})""""","[:taken_from]""""","(:national_accounts {id: e4518})"""""
"(:unit_profit_data {id: e21769})""""","[:taken_from]""""","(:national_accounts {id: e4518})"""""
"(:role_of_profits {id: e21770})""""","[:interpreted_in_relation_to]""""","(:inflation {id: e108})"""""
"(:consistent_picture {id: e21771})""""","[:response_to]""""","(:input_cost_shock {id: e21772})"""""
"(:consistent_picture {id: e21771})""""","[:used_to_show]""""","(:inflation_indicators {id: e15642})"""""
"(:underlying_concepts {id: e21773})""""","[:compared_to_show]""""","(:consistent_picture {id: e21771})"""""
"(:stylised_examples {id: e21774})""""","[:compared_to_show]""""","(:consistent_picture {id: e21771})"""""
"(:Case_1 {id: e21775})""""","[:percentage_increase]""""","(:input_costs {id: e6004})"""""
"(:Case_1 {id: e21775})""""","[:total_costs_increase_by]""""","(:total_costs {id: e21777})"""""
"(:Case_1 {id: e21775})""""","[:unit_profits_rise_by]""""","(:unit_profits {id: e9564})"""""
"(:period_T1 {id: e21776})""""","[:period_of]""""","(:input_costs {id: e6004})"""""
"(:Case_2 {id: e21780})""""","[:unit_profits_remain_unchanged]""""","(:unit_profits {id: e9564})"""""
"(:Case_2 {id: e21780})""""","[:profits_remain_unchanged]""""","(:firms_profits {id: e21779})"""""
"(:Case_2 {id: e21780})""""","[:price_increase_by]""""","(:price {id: e13288})"""""
"(:constant_mark_up {id: e21782})""""","[:consistent_with_increases_in]""""","(:unit_profits {id: e9564})"""""
"(:Gross_Operating_Surplus_GOS {id: e21783})""""","[:is_indicator_of]""""","(:unit_profits {id: e9564})"""""
"(:gross_profit_margins {id: e21785})""""","[:unchanged_in]""""","(:corporate_accounts {id: e21717})"""""
"(:pent_up_pandemic_related_demand {id: e21786})""""","[:exerts_pressure_on]""""","(:wage_growth {id: e3370})"""""
"(:economic_trends {id: e21787})""""","[:led_to_attention_on]""""","(:division_of_income {id: e21788})"""""
"(:division_of_income {id: e21788})""""","[:concerns]""""","(:labour {id: e3330})"""""
"(:division_of_income {id: e21788})""""","[:concerns]""""","(:capital {id: e7974})"""""
"(:wage_share {id: e21789})""""","[:reflects]""""","(:long_term_structural_drivers {id: e21793})"""""
"(:wage_share {id: e21789})""""","[:indicates]""""","(:nominal_domestic_income {id: e21790})"""""
"(:wage_share {id: e21789})""""","[:influenced_by]""""","(:medium_term_business_cycle_drivers {id: e21800})"""""
"(:wage_share {id: e21789})""""","[:indicator_of]""""","(:indicator_of_inflationary_pressures {id: e21802})"""""
"(:wage_share {id: e21789})""""","[:reached_level]""""","(:public_services {id: e4839})"""""
"(:wage_share {id: e21789})""""","[:reached_level]""""","(:less_contact_intensive_private_services {id: e21803})"""""
"(:wage_share {id: e21789})""""","[:calculated_by]""""","(:total_compensation_of_employees {id: e21791})"""""
"(:wage_share {id: e21789})""""","[:fell_to]""""","(:pre_pandemic_level {id: e3321})"""""
"(:wage_share {id: e21789})""""","[:increase_area]""""","(:public_services {id: e4839})"""""
"(:wage_share {id: e21789})""""","[:increase_area]""""","(:less_contact_intensive_private_services {id: e21803})"""""
"(:wage_share {id: e21789})""""","[:was_still_below]""""","(:long_term_average {id: e2028})"""""
"(:wage_share {id: e21789})""""","[:continued_to_decline_until]""""","(:end_of_2022 {id: e3576})"""""
"(:wage_share {id: e21789})""""","[:reduction_area]""""","(:construction {id: e3617})"""""
"(:wage_share {id: e21789})""""","[:reduction_area]""""","(:industry {id: e3675})"""""
"(:wage_share {id: e21789})""""","[:was_just_above]""""","(:_61percent {id: e16806})"""""
"(:wage_share {id: e21789})""""","[:interlinked_with]""""","(:profit_margins {id: e2045})"""""
"(:wage_share {id: e21789})""""","[:cause_of_increase]""""","(:strong_wage_growth {id: e21804})"""""
"(:wage_share {id: e21789})""""","[:decline_contributor]""""","(:share_of_immigrant_workers {id: e21810})"""""
"(:wage_share {id: e21789})""""","[:fall_time]""""","(:more_contact_intensive_services {id: e21808})"""""
"(:wage_share {id: e21789})""""","[:decline_cause]""""","(:labor_shortages {id: e12582})"""""
"(:wage_share {id: e21789})""""","[:edged_up_slightly_in]""""","(:first_quarter_of_2023 {id: e5459})"""""
"(:wage_share {id: e21789})""""","[:acceleration_factor]""""","(:digitalisation {id: e4241})"""""
"(:wage_share {id: e21789})""""","[:was_below_by]""""","(:_0_point_9_percentage_points {id: e4194})"""""
"(:total_compensation_of_employees {id: e21791})""""","[:corrected_for]""""","(:self_employed {id: e21744})"""""
"(:total_compensation_of_employees {id: e21791})""""","[:divided_by]""""","(:gross_nominal_value_added {id: e21792})"""""
"(:total_compensation_of_employees {id: e21791})""""","[:declined_less_than]""""","(:gross_value_added {id: e11829})"""""
"(:long_term_structural_drivers {id: e21793})""""","[:includes]""""","(:technological_changes {id: e21794})"""""
"(:long_term_structural_drivers {id: e21793})""""","[:includes]""""","(:globalisation {id: e21795})"""""
"(:long_term_structural_drivers {id: e21793})""""","[:includes]""""","(:sectoral_reallocation {id: e21796})"""""
"(:long_term_structural_drivers {id: e21793})""""","[:includes]""""","(:institutional_characteristics {id: e21797})"""""
"(:institutional_characteristics {id: e21797})""""","[:includes]""""","(:labour_and_product_market_regulation {id: e21798})"""""
"(:institutional_characteristics {id: e21797})""""","[:includes]""""","(:minimum_wage_setting_frameworks {id: e21799})"""""
"(:medium_term_business_cycle_drivers {id: e21800})""""","[:includes]""""","(:labour_market_tightness {id: e3957})"""""
"(:medium_term_business_cycle_drivers {id: e21800})""""","[:includes]""""","(:workers_bargaining_power {id: e21801})"""""
"(:indicator_of_inflationary_pressures {id: e21802})""""","[:through]""""","(:second_round_effects {id: e4353})"""""
"(:less_contact_intensive_private_services {id: e21803})""""","[:service_provision]""""","(:other_businesses {id: e21805})"""""
"(:more_contact_intensive_services {id: e21808})""""","[:included_service]""""","(:trade {id: e331})"""""
"(:more_contact_intensive_services {id: e21808})""""","[:included_service]""""","(:transport {id: e2595})"""""
"(:more_contact_intensive_services {id: e21808})""""","[:included_service]""""","(:accommodation {id: e14907})"""""
"(:less_skilled_lower_paid_workers {id: e21809})""""","[:filling_result]""""","(:labor_shortages {id: e12582})"""""
"(:share_of_immigrant_workers {id: e21810})""""","[:start_time]""""","(:fourth_quarter_of_2019 {id: e538})"""""
"(:share_of_immigrant_workers {id: e21810})""""","[:end_time]""""","(:fourth_quarter_of_2022 {id: e5050})"""""
"(:share_of_immigrant_workers {id: e21810})""""","[:earnings_comparison]""""","(:lower_wages {id: e21812})"""""
"(:share_of_immigrant_workers {id: e21810})""""","[:increase_period]""""","(:euro_area_employment {id: e21811})"""""
"(:less_contact_intensive_sectors {id: e21813})""""","[:to_time]""""","(:first_quarter_of_2023 {id: e5459})"""""
"(:less_contact_intensive_sectors {id: e21813})""""","[:from_time]""""","(:fourth_quarter_of_2019 {id: e538})"""""
"(:total_economy {id: e21814})""""","[:to_time]""""","(:first_quarter_of_2023 {id: e5459})"""""
"(:total_economy {id: e21814})""""","[:from_time]""""","(:fourth_quarter_of_2019 {id: e538})"""""
"(:non_retail_industries {id: e21815})""""","[:expected_average_increase]""""","(:_4_point_9percent {id: e3752})"""""
"(:firms_selling_to_final_consumers {id: e21816})""""","[:compared_with]""""","(:non_retail_industries {id: e21815})"""""
"(:firms_selling_to_final_consumers {id: e21816})""""","[:report_significantly_higher_expected_selling_price_increases]""""","(:_6_point_8percent {id: e10304})"""""
"(:report {id: e21818})""""","[:indicates]""""","(:less_dispersed_distribution {id: e21819})"""""
"(:group_retail_sector_firms {id: e21820})""""","[:involved_in]""""","(:wholesale {id: e16088})"""""
"(:group_retail_sector_firms {id: e21820})""""","[:operates_in]""""","(:food_services {id: e5497})"""""
"(:group_retail_sector_firms {id: e21820})""""","[:operates_in]""""","(:retail_trade {id: e14905})"""""
"(:group_retail_sector_firms {id: e21820})""""","[:operates_in]""""","(:accommodation {id: e14907})"""""
"(:group_retail_sector_firms {id: e21820})""""","[:operates_in]""""","(:car_sales {id: e21821})"""""
"(:group_retail_sector_firms {id: e21820})""""","[:operates_in]""""","(:passenger_transport {id: e21822})"""""
"(:group_retail_sector_firms {id: e21820})""""","[:covered_in]""""","(:Harmonised_Index_of_Consumer_Prices {id: e5578})"""""
"(:group_retail_sector_firms {id: e21820})""""","[:reflects_producer_prices_if_involved_in]""""","(:wholesale {id: e16088})"""""
"(:non_retail_sector_group {id: e21823})""""","[:operates_in]""""","(:manufacturing {id: e1152})"""""
"(:non_retail_sector_group {id: e21823})""""","[:operates_in]""""","(:construction {id: e3617})"""""
"(:non_retail_sector_group {id: e21823})""""","[:reflects_primary]""""","(:intermediate_goods {id: e1967})"""""
"(:non_retail_sector_group {id: e21823})""""","[:reflects_primary]""""","(:final_goods {id: e5979})"""""
"(:non_retail_sector_group {id: e21823})""""","[:selling]""""","(:intermediate_goods {id: e1967})"""""
"(:exercise_sample {id: e21824})""""","[:reflects_composition_of]""""","(:HICP_basket {id: e9613})"""""
"(:firms_expectations {id: e21825})""""","[:refer_to]""""","(:aggregate_price_index {id: e21828})"""""
"(:firms_expectations {id: e21825})""""","[:comparable_with]""""","(:measures_of_consumer_price_inflation_expectations {id: e21827})"""""
"(:SAFE_report {id: e21831})""""","[:related_to]""""","(:input_costs {id: e6004})"""""
"(:SAFE_report {id: e21831})""""","[:related_to]""""","(:bank_borrowing_costs {id: e21832})"""""
"(:reduced_form_regressions {id: e21833})""""","[:related_to]""""","(:higher_selling_prices {id: e21829})"""""
"(:reduced_form_regressions {id: e21833})""""","[:considers_impact_of]""""","(:production_costs {id: e5921})"""""
"(:reduced_form_regressions {id: e21833})""""","[:considers_impact_of]""""","(:financing_costs {id: e6302})"""""
"(:materials_costs {id: e21834})""""","[:affects]""""","(:higher_selling_prices {id: e21829})"""""
"(:retail_firms {id: e21835})""""","[:affected_by]""""","(:energy_costs {id: e3634})"""""
"(:retail_firms {id: e21835})""""","[:affected_by]""""","(:materials_costs {id: e21834})"""""
"(:non_retail_firms {id: e21836})""""","[:affected_by]""""","(:energy_costs {id: e3634})"""""
"(:non_retail_firms {id: e21836})""""","[:affected_by]""""","(:materials_costs {id: e21834})"""""
"(:non_retail_firms {id: e21836})""""","[:more_affected_by]""""","(:energy_costs {id: e3634})"""""
"(:non_retail_firms {id: e21836})""""","[:more_affected_by]""""","(:materials_costs {id: e21834})"""""
"(:non_retail_firms {id: e21836})""""","[:expect_increase_due_to]""""","(:labour_costs {id: e2652})"""""
"(:non_retail_firms {id: e21836})""""","[:expect_increase_due_to]""""","(:interest_rate_expenses {id: e21837})"""""
"(:non_retail_firms {id: e21836})""""","[:mostly_in]""""","(:manufacturing_sector {id: e1623})"""""
"(:cost_channel_of_monetary_transmission {id: e21838})""""","[:suggests]""""","(:interest_rates {id: e3500})"""""
"(:cost_channel_of_monetary_transmission {id: e21838})""""","[:suggests_impact_on]""""","(:inflation_developments {id: e3959})"""""
"(:cost_channel_of_monetary_transmission {id: e21838})""""","[:suggests_impact_on]""""","(:price_setting_behaviour {id: e21839})"""""
"(:firm_level_regression {id: e21841})""""","[:fails_to_capture]""""","(:aggregate_demand_channel {id: e21842})"""""
"(:expected_selling_prices {id: e21845})""""","[:indication_of]""""","(:demand {id: e1600})"""""
"(:expected_selling_prices {id: e21845})""""","[:could_reflect]""""","(:demand {id: e1600})"""""
"(:non_euro_area_investors {id: e21846})""""","[:turned_to_net_sellers_in]""""","(:_2022 {id: e404})"""""
"(:non_euro_area_investors {id: e21846})""""","[:were_net_buyers_in]""""","(:_2021 {id: e604})"""""
"(:Foreign_Direct_Investment_FDI {id: e21847})""""","[:had_largest_net_disinvestments_in]""""","(:_2022 {id: e404})"""""
"(:euro_area_portfolio_equity_securities {id: e21848})""""","[:record_high_in]""""","(:_2021 {id: e604})"""""
"(:euro_area_portfolio_equity_securities {id: e21848})""""","[:almost_completely_dried_up_in]""""","(:_2022 {id: e404})"""""
"(:euro_area_debt_securities {id: e21849})""""","[:declined_in]""""","(:_2022 {id: e404})"""""
"(:euro_area_debt_securities {id: e21849})""""","[:purchased_by]""""","(:foreign_investors {id: e7867})"""""
"(:financial_transactions {id: e21850})""""","[:had_reversal_since]""""","(:_2009 {id: e2919})"""""
"(:retrenchment {id: e21851})""""","[:driven_by]""""","(:portfolio_investment {id: e7766})"""""
"(:retrenchment {id: e21851})""""","[:driven_by]""""","(:Foreign_Direct_Investment_FDI {id: e21847})"""""
"(:equity_securities {id: e21852})""""","[:issued_by]""""","(:United_States {id: e230})"""""
"(:equity_securities {id: e21852})""""","[:issued_by]""""","(:advanced_economies {id: e5328})"""""
"(:equity_securities {id: e21852})""""","[:issued_by_residents_of]""""","(:United_Kingdom {id: e310})"""""
"(:equity_securities {id: e21852})""""","[:issued_by_residents_of]""""","(:Japan {id: e1757})"""""
"(:equity_securities {id: e21852})""""","[:issued_by_residents_of]""""","(:Canada {id: e4528})"""""
"(:the_euro_areas_counterpart_countries {id: e21853})""""","[:allows_coverage_of]""""","(:emerging_market_economies {id: e898})"""""
"(:the_euro_areas_counterpart_countries {id: e21853})""""","[:allows_coverage_of]""""","(:advanced_economies {id: e5328})"""""
"(:South_Korea {id: e21854})""""","[:additional_countries_covered_for]""""","(:advanced_economies {id: e5328})"""""
"(:Argentina {id: e21855})""""","[:added_to_breakdown_of]""""","(:emerging_market_economies {id: e898})"""""
"(:euro_area_investors {id: e21856})""""","[:reduced_exposure_to]""""","(:equity_securities {id: e21852})"""""
"(:euro_area_investors {id: e21856})""""","[:made_net_purchases_due_to_preference_for]""""","(:safe_assets {id: e8566})"""""
"(:euro_area_investors {id: e21856})""""","[:sold_securities_of]""""","(:United_Kingdom {id: e310})"""""
"(:euro_area_investors {id: e21856})""""","[:made_purchases_of]""""","(:equity_securities {id: e21852})"""""
"(:euro_area_investors {id: e21856})""""","[:likely_consisted_of_net_sales_of]""""","(:debt_securities {id: e6319})"""""
"(:euro_area_investment_fund_shares {id: e21858})""""","[:associated_with]""""","(:net_purchases {id: e152})"""""
"(:Foreign_investors {id: e21859})""""","[:attitude_changed_towards]""""","(:euro_area_debt_securities {id: e21849})"""""
"(:ECBs_monetary_policy {id: e21860})""""","[:tightened_by]""""","(:Foreign_investors {id: e21859})"""""
"(:investment_funds {id: e21861})""""","[:associated_with]""""","(:extra_euro_area_investor_bases {id: e21863})"""""
"(:investment_funds {id: e21861})""""","[:impacted]""""","(:euro_area_financial_flows {id: e21862})"""""
"(:Extra_euro_area_investors {id: e21865})""""","[:became_net_buyers_of]""""","(:debt_securities_issued {id: e15470})"""""
"(:ECBs_Governing_Council {id: e21870})""""","[:Raised]""""","(:three_policy_rates {id: e21871})"""""
"(:ECBs_Governing_Council {id: e21870})""""","[:Meetings_On]""""","(:_2_February_2023 {id: e5026})"""""
