n,r,m
market based debt financing,IncreasePeriod,16 March 2023
market based debt financing,IncreasePeriod,14 June 2023
deposit accumulation,decreased since,pandemic
policy normalisation,contribution to,funding costs
sharp increase,related to,composite cost
sharp increase,time of occurrence,February
composite cost,purpose,debt financing
composite cost,has an upward trend since,August 2021
Chart 13 panel a,depicts,sharp increase
rising yields,cause of,sharp increase
bank bonds,leads to,portfolio reallocation
bank bonds,subject to,rising yields
bank bonds,cause for rise in,debt financing
rates on deposits,comparison,historical lows
rates on deposits,behavior,stable
Deposits,decrease amount,200 billion euros
Deposits,constitutes,euro area banks
Deposits,decrease since,September 2022
Targeted longer term refinancing operations,provides,liquidity
Targeted longer term refinancing operations,supported,M3 growth
Targeted longer term refinancing operations,alternate name,TLTROs
Targeted longer term refinancing operations,substituted,Eurosystem
alternative funding sources,effect on,funding costs
cost of market based debt for NFCs,is related to,Governing Council
cost of market based debt for NFCs,increase offset by compression in,non financial corporate bond spreads
cost of market based debt for NFCs,has increased since,mid March
cost of market based debt for NFCs,increase attributed to rise in,risk free rate
cost of bank borrowing,remained unchanged since,February
cost of bank borrowing,remained unchanged,April
cyclical peak,was observed in,March 2020
overall cost of external financing,had value,5 point 6percent
overall cost of external financing,had value,5 point 9percent
overall cost of external financing,estimated on,8 June 2022
overall cost of external financing,could be higher due to increase in,lending rates
overall cost of external financing,could be higher due to increase in,cost of bank borrowing
overall cost of external financing,recorded higher values since,beginning of 2022
overall cost of external financing,had value on date,10 March
discount rate,for,valuation of derivatives
April 2022 euro area bank lending survey,conducted in,April 2022
credit standards on loans to firms,occurred in,first quarter of 2022
credit standards on loans to firms,expected in,second quarter of 2022
risk on loans,occurred in,first quarter of 2022
risk tolerance of banks,was reduced in,first quarter of 2022
the war in Ukraine,outbreak effect on,euro area
credit standards for loans to households for house purchase,expected in,second quarter of 2022
fixed investment,contribution to,demand for loans
durable goods,contributed to,consumer credit
growth in overnight deposits,observed in,2020
annual growth rate of overnight deposits,value in January,9 point 3percent
annual growth rate of overnight deposits,value in February,9 point 2percent
annual growth rate of overnight deposits,had growth rate in,April
annual growth rate of overnight deposits,had growth rate in,March
annual growth rate of overnight deposits,growth rate amount,10 point 9percent
annual growth rate of overnight deposits,growth rate amount,12 point 5percent
materialisation of geopolitical risks,coincided with,annual growth rate of overnight deposits
associated uncertainty,associated with,materialisation of geopolitical risks
deposit holdings of firms and households,growth varies in,countries
M1 aggregate,growth driven by,overnight deposits
net monetary outflows,to,rest of the world
net monetary outflows,caused by,energy prices
net monetary outflows,reason,war in Ukraine
net monetary outflows,to region,rest of the world
depleted gas inventories,led to increase in,energy prices
importing countries,is related to,depleted gas inventories
euro area terms of trade,trend,subdued
euro area terms of trade,highlighted by authors for,euro area current account
negative income effect,measured in,GDP percentage
negative income effect,compared between,United States
negative income effect,compared between,United Kingdom
negative income effect,highlighted by authors for,euro area current account
negative income effect,based on comparison with,fourth quarter of the year before 2020
euro area current account,is impacted by,euro area terms of trade
euro area current account,is impacted by,negative income effect
euro area current account,developments in,2020
GDP percentage,has value,1 point 3 percentage points
energy component,caused rise in,headline annual consumer price inflation
energy component,contributes to terms of trade impact in,fourth quarter of 2021
income loss,caused by,imported energy
global customers,charged with,export prices
current account surplus,has,value
current account surplus,location,euro area
